0.0053043,0.19514,5.6485e+06,1.1297e+07
0.022324,0.18099,5.8871e+06,1.1774e+07
0.031312,0.19042,5.6749e+06,1.135e+07
-0.04012,0.16627,6.271e+06,1.2542e+07
-0.052686,0.17124,6.1345e+06,1.2269e+07
0.11673,0.18559,5.7784e+06,1.1557e+07
0.13373,0.199,5.491e+06,1.0982e+07
-0.056686,0.1663,6.2701e+06,1.254e+07
0.0054815,0.18439,5.8091e+06,1.1618e+07
0.0076264,0.19484,5.5802e+06,1.116e+07
-0.053619,0.17219,6.1089e+06,1.2218e+07
0.029013,0.29308,4.2325e+06,8.4649e+06
0.044715,0.19519,5.5741e+06,1.1148e+07
0.037204,0.15974,6.4633e+06,1.2927e+07
-0.032351,0.15637,6.5688e+06,1.3138e+07
-0.034517,0.17178,6.1203e+06,1.2241e+07
0.012648,0.16748,6.2373e+06,1.2475e+07
-0.0083762,0.17362,6.0721e+06,1.2144e+07
-0.015432,0.16469,6.3165e+06,1.2633e+07
0.22658,0.19572,5.5544e+06,1.1109e+07
-0.13683,0.18668,5.7537e+06,1.1507e+07
-0.068596,0.17193,6.1157e+06,1.2231e+07
-0.047686,0.18863,5.7141e+06,1.1428e+07
-0.099802,0.17234,6.1036e+06,1.2207e+07
-0.055791,0.1885,5.7168e+06,1.1434e+07
0.022301,0.18173,5.8718e+06,1.1744e+07
-0.048165,0.16298,6.3657e+06,1.2731e+07
-0.043025,0.17911,5.9335e+06,1.1867e+07
-0.043246,0.15752,6.5323e+06,1.3065e+07
-0.09997,0.179,5.9344e+06,1.1869e+07
-0.11407,0.16633,6.267e+06,1.2534e+07
-0.07774,0.20101,5.4544e+06,1.0909e+07
0.057141,0.21567,5.1957e+06,1.0391e+07
0.11312,0.18732,5.7413e+06,1.1483e+07
0.082044,0.16417,6.3303e+06,1.2661e+07
0.0083465,0.20877,5.311e+06,1.0622e+07
0.052334,0.17417,6.0578e+06,1.2116e+07
-0.040287,0.18423,5.8133e+06,1.1627e+07
0.02255,0.17908,5.9352e+06,1.187e+07
0.025717,0.18268,5.8484e+06,1.1697e+07
-0.019997,0.17967,5.9199e+06,1.184e+07
0.0031792,0.15476,6.6212e+06,1.3242e+07
0.1289,0.2098,5.2936e+06,1.0587e+07
-0.14569,0.18003,5.9076e+06,1.1815e+07
-0.03327,0.18793,5.7284e+06,1.1457e+07
-0.045084,0.19234,5.6337e+06,1.1267e+07
-0.040817,0.21446,5.2139e+06,1.0428e+07
-0.031319,0.19924,5.494e+06,1.0988e+07
0.058179,0.16816,6.218e+06,1.2436e+07
0.0091515,0.16528,6.2996e+06,1.2599e+07
-0.017113,0.1596,6.4679e+06,1.2936e+07
0.11398,0.2105,5.2817e+06,1.0563e+07
-0.030505,0.222,5.0915e+06,1.0183e+07
-0.124,0.18679,5.7525e+06,1.1505e+07
-0.049071,0.23997,4.8257e+06,9.6514e+06
0.028513,0.23346,4.9174e+06,9.8348e+06
-0.013004,0.20292,5.4213e+06,1.0843e+07
-0.04112,0.19224,5.636e+06,1.1272e+07
0.0038698,0.20705,5.3452e+06,1.069e+07
-0.027485,0.20463,5.3908e+06,1.0782e+07
-0.024274,0.204,5.4015e+06,1.0803e+07
-0.037143,0.20811,5.3266e+06,1.0653e+07
-0.027767,0.16752,6.2364e+06,1.2473e+07
-0.037203,0.19942,5.4906e+06,1.0981e+07
0.012968,0.20695,5.3465e+06,1.0693e+07
-0.011673,0.32786,3.9408e+06,7.8816e+06
-0.031514,0.19124,5.657e+06,1.1314e+07
0.16282,0.19298,5.616e+06,1.1232e+07
-0.012849,0.17103,6.1386e+06,1.2277e+07
-0.0016973,0.20616,5.3586e+06,1.0717e+07
0.1949,0.20309,5.4126e+06,1.0825e+07
-0.014717,0.21908,5.1379e+06,1.0276e+07
0.026682,0.23123,4.9514e+06,9.9029e+06
0.15341,0.18472,5.7979e+06,1.1596e+07
0.01748,0.164,6.3365e+06,1.2673e+07
0.068373,0.17655,5.997e+06,1.1994e+07
-0.24402,0.20409,5.3894e+06,1.0779e+07
0.070024,0.19464,5.5857e+06,1.1171e+07
-0.068606,0.18634,5.7617e+06,1.1523e+07
-0.052937,0.20668,5.352e+06,1.0704e+07
0.17779,0.20394,5.3963e+06,1.0793e+07
0.093845,0.19952,5.4863e+06,1.0973e+07
-0.015673,0.19237,5.6342e+06,1.1268e+07
0.088455,0.19435,5.5908e+06,1.1182e+07
-0.015572,0.21917,5.1373e+06,1.0275e+07
0.056345,0.24041,4.8224e+06,9.6448e+06
0.011844,0.32485,3.9739e+06,7.9479e+06
-0.020103,0.23065,4.9569e+06,9.9138e+06
-0.088564,0.17856,5.945e+06,1.189e+07
-0.042865,0.17891,5.9392e+06,1.1878e+07
0.07786,0.19997,5.4751e+06,1.095e+07
0.090232,0.20755,5.3304e+06,1.0661e+07
-0.037959,0.19465,5.5841e+06,1.1168e+07
-0.061825,0.18428,5.8116e+06,1.1623e+07
-0.038937,0.18735,5.7422e+06,1.1484e+07
0.030009,0.22705,5.014e+06,1.0028e+07
0.032101,0.19033,5.6777e+06,1.1355e+07
0.064037,0.21135,5.2693e+06,1.0539e+07
0.33486,0.24802,4.6967e+06,9.3934e+06
0.087099,0.22371,5.0609e+06,1.0122e+07
-0.044005,0.20009,5.4747e+06,1.0949e+07
