0,0,0.38414,0.38414,1.358,1.1899e+05,1.19e+05
0,0,0.56961,0.56961,1.5009,1.7924e+05,1.7925e+05
0,0,0.34685,0.34685,1.4586,1.2234e+05,1.2234e+05
0,0,0.49246,0.49246,1.4116,1.6833e+05,1.6834e+05
0,0,0.12616,0.12616,1.3918,2954.2,2960.2
0,0,0.4472,0.4472,1.4764,1.5164e+05,1.5165e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.52999,0.52999,1.4377,1.7437e+05,1.7438e+05
0,0,0.55332,0.55332,1.4672,1.776e+05,1.776e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.51115,0.51115,1.4893,1.6638e+05,1.6639e+05
0,0,0.51216,0.51216,1.4002,1.7228e+05,1.7229e+05
0,0,0.48722,0.48722,1.3977,1.6707e+05,1.6708e+05
0,0,0.45621,0.45621,1.3954,1.6e+05,1.6001e+05
0,0,0.5882,0.5882,1.4135,1.8893e+05,1.8894e+05
0,0,0.58807,0.58807,1.4258,1.8763e+05,1.8764e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.48314,0.48314,1.4795,1.6064e+05,1.6064e+05
0,0,0.20741,0.20741,1.4064,62379,62385
0,0,0.40655,0.40655,1.3869,1.4537e+05,1.4537e+05
0,0,0.53498,0.53498,1.3878,1.7749e+05,1.7749e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.36899,0.36899,1.3221,1.399e+05,1.399e+05
0,0,0.39152,0.39152,1.3562,1.4387e+05,1.4388e+05
0,0,0.43734,0.43734,1.3866,1.5798e+05,1.5799e+05
0,0,0.31372,0.31372,1.3324,1.1723e+05,1.1723e+05
0,0,0.3922,0.3922,1.3292,1.4709e+05,1.4709e+05
0,0,0.41863,0.41863,1.3879,1.5039e+05,1.5039e+05
0,0,0.38233,0.38233,1.3139,1.4608e+05,1.4609e+05
0,0,0.55293,0.55293,1.4303,1.7976e+05,1.7977e+05
0,0,0.32642,0.32642,1.3923,1.1853e+05,1.1854e+05
0,0,0.4588,0.4588,1.444,1.5771e+05,1.5772e+05
0,0,0.34874,0.34874,1.295,1.3768e+05,1.3768e+05
0,0,0.52338,0.52338,1.4411,1.7369e+05,1.7369e+05
0,0,0.65591,0.65591,1.4496,1.9945e+05,1.9946e+05
0,0,0.30532,0.30532,1.2328,1.2448e+05,1.2449e+05
0,0,0.58904,0.58904,1.4634,1.8772e+05,1.8773e+05
0,0,0.36828,0.36828,1.3369,1.3911e+05,1.3911e+05
0,0,0.16564,0.16564,1.3325,40070,40076
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.35227,0.35227,1.3803,1.3011e+05,1.3011e+05
0,0,0.3918,0.3918,1.3835,1.4411e+05,1.4411e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.39807,0.39807,1.3598,1.4852e+05,1.4853e+05
0,0,0.14535,0.14535,1.0529,62443,62449
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.020617,0.020617,0.84134,-1.1757e+05,-1.1757e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.48816,0.48816,1.3897,1.6815e+05,1.6816e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.33611,0.33611,1.3058,1.3457e+05,1.3458e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.56162,0.56162,1.426,1.8193e+05,1.8193e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.53798,0.53798,1.4408,1.776e+05,1.776e+05
0,0,0.45119,0.45119,1.3888,1.5936e+05,1.5936e+05
0,0,0.35663,0.35663,1.4092,1.2908e+05,1.2908e+05
0,0,0.3566,0.3566,1.4238,1.2988e+05,1.2988e+05
0,0,0.4627,0.4627,1.4296,1.601e+05,1.6011e+05
0,0,0.39846,0.39846,1.4372,1.4037e+05,1.4038e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.47205,0.47205,1.4612,1.5967e+05,1.5968e+05
0,0,0.47701,0.47701,1.4203,1.652e+05,1.652e+05
0,0,0.41417,0.41417,1.3595,1.5101e+05,1.5101e+05
0,0,0.076083,0.076083,1.0791,-21027,-21021
0,0,0.39684,0.39684,1.4017,1.4536e+05,1.4537e+05
0,0,0.38466,0.38466,1.4352,1.3854e+05,1.3855e+05
0,0,0.16566,0.16566,1.2961,52843,52849
0,0,0.031697,0.031697,0.98194,-1.0396e+05,-1.0396e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.018485,0.018485,0.97914,-1.6367e+05,-1.6366e+05
0,0,0.026433,0.026433,0.85547,-98943,-98937
0,0,0.05348,0.05348,0.9812,-49250,-49244
0,0,0.45148,0.45148,1.4229,1.5673e+05,1.5674e+05
0,0,0.49514,0.49514,1.4092,1.6739e+05,1.674e+05
0,0,0.010427,0.010427,1.2755,-2.7515e+05,-2.7514e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.067347,0.067347,0.99453,-29474,-29468
0,0,0.35528,0.35528,1.4828,1.2097e+05,1.2098e+05
0,0,0.16077,0.16077,1.3734,37216,37222
0,0,0.4615,0.4615,1.4397,1.582e+05,1.582e+05
0,0,0.57072,0.57072,1.4746,1.8198e+05,1.8199e+05
0,0,0.30923,0.30923,1.3476,1.1912e+05,1.1913e+05
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0.60333,0.60333,1.4832,1.8779e+05,1.878e+05
0,0,0.35388,0.35388,1.4394,1.2672e+05,1.2673e+05
0,0,0.47376,0.47376,1.4361,1.6291e+05,1.6291e+05
0,0,0.44749,0.44749,1.4106,1.5566e+05,1.5566e+05
0,0,0.42261,0.42261,1.489,1.4338e+05,1.4339e+05
